Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Slovak Republic,SVK,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Slovenia,SVN,99.7147598266602
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Small states,SST,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Solomon Islands,SLB,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Somalia,SOM,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Africa,ZAF,94.5979385375977
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Asia,SAS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Asia (IDA & IBRD),TSA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Sudan,SSD,31.9762496948242
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Spain,ESP,98.1145095825195
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sri Lanka,LKA,92.6141662597656
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Kitts and Nevis,KNA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Lucia,LCA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Martin (French part),MAF,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Vincent and the Grenadines,VCT,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa,SSF,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa (excluding high income),SSA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sudan,SDN,58.601318359375
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Suriname,SUR,95.5389862060547
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Swaziland,SWZ,87.4701919555664
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sweden,SWE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Switzerland,CHE,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Syrian Arab Republic,SYR,86.3039321899414
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tajikistan,TJK,99.7810516357422
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tanzania,TZA,80.3594970703125
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Thailand,THA,93.9830169677734
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Timor-Leste,TMP,64.0661392211914
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Togo,TGO,66.5375900268555
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tonga,TON,99.3978576660156
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Trinidad and Tobago,TTO,98.9695816040039
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tunisia,TUN,81.0541915893555
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Turkey,TUR,95.688102722168
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Turkmenistan,TKM,99.6929321289063
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Turks and Caicos Islands,TCA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tuvalu,TUV,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Uganda,UGA,73.8098373413086
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Ukraine,UKR,99.7641067504883
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,United Arab Emirates,ARE,92.9863662719727
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,United Kingdom,GBR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,United States,USA,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Upper middle income,UMC,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Uruguay,URY,98.4421005249023
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Uzbekistan,UZB,99.9951934814453
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Vanuatu,VUT,85.0586776733398
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Venezuela, RB",VEN,95.3992462158203
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Vietnam,VNM,94.5142669677734
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Virgin Islands (U.S.),VIR,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,West Bank and Gaza,WBG,96.6680374145508
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,World,WLD,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Yemen, Rep.",YEM,69.9619522094727
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Zambia,ZMB,85.1172637939453
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Zimbabwe,ZWE,86.8734817504883
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Afghanistan,AFG,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Albania,ALB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Algeria,DZA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,American Samoa,ASM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Andorra,ADO,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Angola,AGO,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Antigua and Barbuda,ATG,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Arab World,ARB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Argentina,ARG,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Armenia,ARM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Aruba,ABW,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Australia,AUS,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Austria,AUT,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Azerbaijan,AZE,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Bahamas, The",BHS,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Bahrain,BHR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Bangladesh,BGD,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Barbados,BRB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Belarus,BLR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Belgium,BEL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Belize,BLZ,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Benin,BEN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Bermuda,BMU,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Bhutan,BTN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Bolivia,BOL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Bosnia and Herzegovina,BIH,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Botswana,BWA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Brazil,BRA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,British Virgin Islands,VGB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Brunei Darussalam,BRN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Bulgaria,BGR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Burkina Faso,BFA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Burundi,BDI,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Cabo Verde,CPV,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Cambodia,KHM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Cameroon,CMR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Canada,CAN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Caribbean small states,CSS,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Cayman Islands,CYM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Central African Republic,CAF,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Central Europe and the Baltics,CEB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Chad,TCD,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Channel Islands,CHI,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Chile,CHL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,China,CHN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Colombia,COL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Comoros,COM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Congo, Dem. Rep.",ZAR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Congo, Rep.",COG,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Costa Rica,CRI,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Cote d'Ivoire,CIV,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Croatia,HRV,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Cuba,CUB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Curacao,CUW,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Cyprus,CYP,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Czech Republic,CZE,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Denmark,DNK,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Djibouti,DJI,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Dominica,DMA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Dominican Republic,DOM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Early-demographic dividend,EAR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,East Asia & Pacific,EAS,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,East Asia & Pacific (excluding high income),EAP,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,East Asia & Pacific (IDA & IBRD countries),TEA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Ecuador,ECU,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Egypt, Arab Rep.",EGY,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,El Salvador,SLV,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Equatorial Guinea,GNQ,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Eritrea,ERI,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Estonia,EST,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Ethiopia,ETH,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Euro area,EMU,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Europe & Central Asia,ECS,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Europe & Central Asia (excluding high income),ECA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Europe & Central Asia (IDA & IBRD countries),TEC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,European Union,EUU,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Faroe Islands,FRO,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Fiji,FJI,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Finland,FIN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Fragile and conflict affected situations,FCS,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,France,FRA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,French Polynesia,PYF,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Gabon,GAB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Gambia, The",GMB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Georgia,GEO,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Germany,DEU,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Ghana,GHA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Gibraltar,GIB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Greece,GRC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Greenland,GRL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Grenada,GRD,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Guam,GUM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Guatemala,GTM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Guinea,GIN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Guinea-Bissau,GNB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Guyana,GUY,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Haiti,HTI,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Heavily indebted poor countries (HIPC),HPC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,High income,HIC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Honduras,HND,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Hong Kong SAR, China",HKG,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Hungary,HUN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Iceland,ISL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,India,IND,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Indonesia,IDN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Iran, Islamic Rep.",IRN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Iraq,IRQ,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Ireland,IRL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Isle of Man,IMY,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Israel,ISR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Italy,ITA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Jamaica,JAM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Japan,JPN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Jordan,JOR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Kazakhstan,KAZ,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Kenya,KEN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Kiribati,KIR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Korea, Dem. People’s Rep.",PRK,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Korea, Rep.",KOR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Kosovo,KSV,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Kuwait,KWT,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Kyrgyz Republic,KGZ,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Lao PDR,LAO,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Late-demographic dividend,LTE,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Latin America & Caribbean,LCN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Latin America & Caribbean (excluding high income),LAC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Latin America & the Caribbean (IDA & IBRD countries),TLA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Latvia,LVA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Least developed countries: UN classification,LDC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Lebanon,LBN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Lesotho,LSO,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Liberia,LBR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Libya,LBY,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Liechtenstein,LIE,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Lithuania,LTU,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Low & middle income,LMY,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Low income,LIC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Lower middle income,LMC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Luxembourg,LUX,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Macao SAR, China",MAC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Macedonia, FYR",MKD,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Madagascar,MDG,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Malawi,MWI,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Malaysia,MYS,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Maldives,MDV,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Mali,MLI,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Malta,MLT,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Marshall Islands,MHL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Mauritania,MRT,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Mauritius,MUS,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Mexico,MEX,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Micronesia, Fed. Sts.",FSM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Middle East & North Africa,MEA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Middle East & North Africa (excluding high income),MNA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Middle East & North Africa (IDA & IBRD countries),TMN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Middle income,MIC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Moldova,MDA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Monaco,MCO,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Mongolia,MNG,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Montenegro,MNE,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Morocco,MAR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Mozambique,MOZ,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Myanmar,MMR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Namibia,NAM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Nauru,NRU,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Nepal,NPL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Netherlands,NLD,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,New Caledonia,NCL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,New Zealand,NZL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Nicaragua,NIC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Niger,NER,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Nigeria,NGA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,North America,NAC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Northern Mariana Islands,MNP,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Norway,NOR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,OECD members,OED,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Oman,OMN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Other small states,OSS,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Pacific island small states,PSS,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Pakistan,PAK,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Palau,PLW,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Panama,PAN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Papua New Guinea,PNG,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Paraguay,PRY,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Peru,PER,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Philippines,PHL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Poland,POL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Portugal,PRT,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Post-demographic dividend,PST,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Pre-demographic dividend,PRE,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Puerto Rico,PRI,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Qatar,QAT,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Romania,ROM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Russian Federation,RUS,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Rwanda,RWA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Samoa,WSM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,San Marino,SMR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Sao Tome and Principe,STP,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Saudi Arabia,SAU,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Senegal,SEN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Serbia,SRB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Seychelles,SYC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Sierra Leone,SLE,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Singapore,SGP,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Sint Maarten (Dutch part),SXM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Slovak Republic,SVK,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Slovenia,SVN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Small states,SST,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Solomon Islands,SLB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Somalia,SOM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,South Africa,ZAF,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,South Asia,SAS,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,South Asia (IDA & IBRD),TSA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,South Sudan,SSD,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Spain,ESP,..
